TITLE,SECTION,SUB,CLS,CAT,DEG,FULL LAW DESCRIPTION,UCR DESCRIPTION,UCR CODE,IBR CODE
PL,265.03,01A,C,F,2,Criminal Possession Of A Weapon- 2nd Degree: Machine Gun,Dangerous Weapons,20,520
PL,265.03,01AS,C,F,2,Criminal Possession Of Weapon-2nd Degree:Machine-gun On School Grounds,Dangerous Weapons,20,520
PL,265.03,01B,C,F,2,Criminal Possession Of A Weapon-2nd Degree: Loaded Firearm,Dangerous Weapons,20,520
PL,265.03,01BS,C,F,2,Criminal Possession Weapon-2nd Degree:Loaded Firearm On School Grounds,Dangerous Weapons,20,520
PL,265.03,01C,C,F,2,Criminal Possession Of A Weapon-2nd Degree: Disguised Gun,Dangerous Weapons,20,520
PL,265.03,01CS,C,F,2,Criminal Possession Weapon-2nd Degree: Disguised Gun On School Grounds,Dangerous Weapons,20,520
PL,265.03,02,C,F,2,Criminal Possession Weapon-2nd Degree: Possess Five Or More Firearms,Dangerous Weapons,20,520
PL,265.03,02S,C,F,2,Crim Possession Weapon-2nd Degree:5 Or More Firearms On School Grounds,Dangerous Weapons,20,520
PL,265.03,03,C,F,2,Crim Possess Weapon-2:Loaded Firearm-Other Than Person's Home/business,Dangerous Weapons,20,520
PL,265.03,03S,C,F,2,Criminal Possession Weapon-2nd Degree:Loaded Firearm On School Grounds,Dangerous Weapons,20,520
PL,265.04,,B,F,1,Criminal Possession Of A Weapon-1st Degree,Dangerous Weapons,20,520
PL,265.04,01,B,F,1,CPW-1st Deg:Possess Explosive W/Intent To Use Against Personproperty,Dangerous Weapons,20,520
PL,265.04,02,B,F,1,Criminal Possession Of A Weapon-1st Degree:Ten Or More Firearms,Dangerous Weapons,20,520
PL,265.05,,,9,0,Unlawful Possession Of Weapon- Person Less Than 16 Years Of Age,Dangerous Weapons,20,520
PL,265.06,,,V,0,Unlawful Possession Weapon On School Grounds,Dangerous Weapons,20,520
PL,265.08,,C,F,2,Criminal Use Firearm-2nd Degree,Dangerous Weapons,20,520
PL,265.08,01,C,F,2,Criminal Use Firearm 2nd:Possess Deadly Weapon-Loaded,Dangerous Weapons,20,520
PL,265.08,02,C,F,2,Criminal Use of A Firearm-2nd Degree:Display Firearm,Dangerous Weapons,20,520
PL,265.09,,B,F,1,Criminal Use Of A Firearm-1st Degree,Dangerous Weapons,20,520
PL,265.09,01,B,F,1,Criminal Use Of A Firearm-1st Degree: Commit Violent Class B Felony,Dangerous Weapons,20,520
PL,265.09,01A,B,F,1,Criminal Use Of A Firearm 1st: Possess A Deadly Weapon-Loaded,Dangerous Weapons,20,520
PL,265.09,01B,B,F,1,Criminal Use of A Firearm-1st Degree: Display Firearm,Dangerous Weapons,20,520
PL,265.10,,A,M,0,Manufacture/Disposition Of Weapon,Dangerous Weapons,20,520
PL,265.10,,D,F,0,Manufacture/Disposition Of Weapon,Dangerous Weapons,20,520
PL,265.10,01,A,M,0,Manufacture Dangerous Instrument,Dangerous Weapons,20,520
PL,265.10,01,D,F,0,Manufacture Of Machine/Disguised Gun,Dangerous Weapons,20,520
PL,265.10,01,E,F,0,Manufacture Rapid-Fire Modification Device,Dangerous Weapons,20,520
PL,265.10,02,A,M,0,Transports Dangerous Instrument,Dangerous Weapons,20,520
PL,265.10,02,D,F,0,Transports Firearm/Machine-Gun/Silencer/Disguised Gun,Dangerous Weapons,20,520
PL,265.10,02,E,F,0,Transports Rapid-Fire Modification Device,Dangerous Weapons,20,520
PL,265.10,03,D,F,0,Unlawful Activity: Dangerous Weapon,Dangerous Weapons,20,520
PL,265.10,03,E,F,0,Disposal Rapid-Fire Modification Device,Dangerous Weapons,20,520
PL,265.10,04,A,M,0,Dispose Of Any Dangerous Weapon,Dangerous Weapons,20,520
PL,265.10,04,D,F,0,Dispose Of Any Dangerous Weapon/Prior Conviction,Dangerous Weapons,20,520
PL,265.10,05,A,M,0,Disposal Illegal Weapon To Person Less Than 16,Dangerous Weapons,20,520
PL,265.10,06,D,F,0,Willful Defacement Machine Gun Or Firearm,Dangerous Weapons,20,520
PL,265.10,07,A,M,0,Disposes Of A Firearm Without Required Notice,Dangerous Weapons,20,520
PL,265.11,,D,F,3,Criminal Sale Of Firearm-3rd Degree,Dangerous Weapons,20,520
PL,265.11,01,D,F,3,Criminal Sale Of Firearm-3rd Degree:Sale To Unauthorized Person,Dangerous Weapons,20,520
PL,265.11,02,D,F,3,Criminal Sale Of Firearm-3rd Degree:Possess With Intent To Sell,Dangerous Weapons,20,520
PL,265.12,,C,F,2,Criminal Sale Of A Firearm-2nd Degree,Dangerous Weapons,20,520
PL,265.12,01,C,F,2,Criminal Sale Of A Firearm-2nd Degree:Five Or More Firearms,Dangerous Weapons,20,520
PL,265.12,02,C,F,2,Criminal Sale Of A Firearm-2nd Deg:Five Or More Firearms Within 1 Year,Dangerous Weapons,20,520
PL,265.13,,B,F,1,Criminal Sale Of A Firearm-1st Degree,Dangerous Weapons,20,520
PL,265.13,01,B,F,1,Criminal Sale Of A Firearm-1st Degree:Ten Or More Firearms,Dangerous Weapons,20,520
PL,265.13,02,B,F,1,Criminal Sale Of A Firearm-1st Degree:Ten/More Firearms Within 1 Year,Dangerous Weapons,20,520
PL,265.14,,C,F,0,Criminal Sale Of Firearm With The Aid Of A Minor,Dangerous Weapons,20,520
PL,265.16,,C,F,0,Criminal Sale Of Firearm To A Minor,Dangerous Weapons,20,520
PL,265.17,,D,F,0,Criminal Purchase Or Disposal Of A Weapon,Dangerous Weapons,20,520
PL,265.17,01,D,F,0,Criminal Purchase Or Disposal Of Weapon -Ineligible Purchaser,Dangerous Weapons,20,520
PL,265.17,02,D,F,0,Criminal Purchase Or Disposal Of A Weapon - Buy For Ineligible Person,Dangerous Weapons,20,520
PL,265.17,03,D,F,0,Criminal Purchase Or Disposal Of Weapon - Dispose To Ineligible Person,Dangerous Weapons,20,520
PL,265.19,,C,F,0,Aggravated Crim Poss Weapon: Loaded Firearm Commit VFO/Drug Traffick,Dangerous Weapons,20,520
PL,265.25,,A,M,0,Not Reporting Certain Wounds,All Other Offenses (Except Traffic),43,90Z
PL,265.26,,A,M,0,Failure To Report Burn Injury Or Wound,All Other Offenses (Except Traffic),43,90Z
PL,265.35,,A,M,0,Use Of Dangerous Weapon,Dangerous Weapons,20,520
PL,265.35,,D,F,0,Discharges Loaded Firearm,Dangerous Weapons,20,520
PL,265.35,,E,F,0,Discharges Loaded Firearm,Dangerous Weapons,20,520
PL,265.35,01,A,M,0,Prohibited Use Of Weapon City Limits,Dangerous Weapons,20,520
PL,265.35,02,D,F,0,Discharges Loaded Firearm,Dangerous Weapons,20,520
PL,265.35,02,E,F,0,Discharges Loaded Firearm,Dangerous Weapons,20,520
PL,265.35,03,A,M,0,Use Of Dangerous Weapon,Dangerous Weapons,20,520
PL,265.36,,A,M,0,Unlawful Possession Of A Large Capacity Ammunition Feeding Device,Dangerous Weapons,20,520
PL,265.37,,,V,0,Unlawful Poss Certain Ammunition Feeding Devices: In Home/1st Off,Dangerous Weapons,20,520
PL,265.37,,A,M,0,Unlawful Poss Certain Ammunition Feeding Devices: Not In Home/2nd Off,Dangerous Weapons,20,520
PL,265.37,,B,M,0,Unlawful Poss Certain Ammunition Feeding Devices: In Home/2nd Off,Dangerous Weapons,20,520
PL,265.37,,B,M,0,Unlawful Poss Certain Ammunition Feeding Devices: Not In Home/1st Off,Dangerous Weapons,20,520
PL,265.45,,A,M,1,Failure To Safely Store Firearms 1st Degree,Dangerous Weapons,20,520
PL,265.50,,,V,2,"Failure To Safely Store Rifles, Shotguns, And Firearms 2nd Degree",Dangerous Weapons,20,520
PL,265.50,,D,F,0,Criminal Manufacture/Sale/Transport Of An Undetectable Firearm,Dangerous Weapons,20,520
PL,265.50,01,D,F,0,Criminal Sale of Firearm Not Detectable By Metal Detector,Dangerous Weapons,20,520
PL,265.50,02,D,F,0,Criminal Sale Major Component Undetectable Firearm,Dangerous Weapons,20,520
PL,265.55,,E,F,0,Criminal Possession Of Undetectable Firearm,Dangerous Weapons,20,520
PL,265.55,01,E,F,0,Criminal Possession Firearm Not Detectable By Metal Detector,Dangerous Weapons,20,520
PL,265.55,02,E,F,0,Criminal Possession Major Component Undetectable Firearm,Dangerous Weapons,20,520
PL,270.00,05,B,M,0,Unlawful Sale Pistol Ammunition To Unauthorized Person,All Other Offenses (Except Traffic),43,90Z
PL,270.00,2AI,B,M,0,Unlawfully Selling Fireworks,All Other Offenses (Except Traffic),43,90Z
PL,270.00,2AII,A,M,0,Unlawfully Selling Fireworks with a Value of $500 or More,All Other Offenses (Except Traffic),43,90Z
PL,270.00,2AIII,,V,0,"Unlawfully Possess, Use or Explode Fireworks",All Other Offenses (Except Traffic),43,90Z
PL,270.00,2AIV,A,M,0,Unlawfully Sell Fireworks to a Person Under the Age of 18,All Other Offenses (Except Traffic),43,90Z
PL,270.00,2B,E,F,0,Unlawfully Sell Fireworks to a Minor - Prior Conviction Within 5 Years,All Other Offenses (Except Traffic),43,90Z
PL,270.05,,B,M,0,Unlawful Possession Or Sale Of Noxious Matter,Dangerous Weapons,20,520
PL,270.05,02,B,M,0,Unlawful Possession Noxious Matter,All Other Offenses (Except Traffic),43,90Z
PL,270.05,06,B,M,0,Unlawfully Poss/Sale Noxious Material:Self-Defense Spray,All Other Offenses (Except Traffic),43,90Z
PL,270.10,,B,M,0,Creating A Hazard:Container/Well,All Other Offenses (Except Traffic),43,90Z
PL,270.10,01,B,M,0,Discarding A Container Without Removing Lid,All Other Offenses (Except Traffic),43,90Z
PL,270.10,02,B,M,0,Failure To Cover Abandoned Well Or Cesspool,All Other Offenses (Except Traffic),43,90Z
PL,270.15,,B,M,0,Refusal To Yield A Party Line,All Other Offenses (Except Traffic),43,90Z
PL,270.15,02,B,M,0,Refusal To Yield A Party Line,All Other Offenses (Except Traffic),43,90Z
PL,270.20,,E,F,0,Unlawful Wearing Of A Body Vest,All Other Offenses (Except Traffic),43,90Z
PL,270.20,01,E,F,0,Unlawful Wearing Of A Body Vest,All Other Offenses (Except Traffic),43,90Z
PL,270.25,,A,M,3,Unlawful Fleeing A Police Officer In A Motor Vehicle-3rd Degree,All Other Offenses (Except Traffic),43,90Z
PL,270.30,,E,F,2,Unlawful Fleeing Police Officer In Motor Veh-2nd: Cause Serious Injury,All Other Offenses (Except Traffic),43,90Z
PL,270.35,,D,F,1,Unlawful Fleeing Police Officer In Motor Veh-1st: Cause Person's Death,All Other Offenses (Except Traffic),43,90Z
PL,275.05,,A,M,2,Manufacture Of Unauthorized Recordings-2nd Degree,Forgery&Counterfeiting,24,250
PL,275.05,01,A,M,2,Manufacture Of Unauthorized Recording-2nd Degree,Forgery&Counterfeiting,24,250
PL,275.05,02,A,M,2,Transport Unauthorized Recording-2nd Degree,Forgery&Counterfeiting,24,250
PL,275.10,,E,F,1,Manufacture Of Unauthorized Recording-1st Degree,Forgery&Counterfeiting,24,250
PL,275.10,01,E,F,1,Manufacture Of Unauthorized Record-1st:Prior Conv,Forgery&Counterfeiting,24,250
PL,275.10,02,E,F,1,Manufacture Of Unauthorized Record Greater Than 1000 Copy,Forgery&Counterfeiting,24,250
PL,275.15,,A,M,2,Manufacture Or Sale of An Unauthorized Recording Of A Performance-2nd,Forgery&Counterfeiting,24,250
PL,275.20,,E,F,1,Unauthorized Recording Performce-1st Degree,Forgery&Counterfeiting,24,250
PL,275.20,01,E,F,1,Unauthorized Recording Performance-1st:Prior Conviction,Forgery&Counterfeiting,24,250
PL,275.20,02,E,F,1,Unauthorized Recording - 1st:1000 Copies,Forgery&Counterfeiting,24,250
PL,275.25,,A,M,2,Unauthorized Recording-2nd:Advertisement For Sale,Forgery&Counterfeiting,24,250
PL,275.30,,E,F,1,Unauthorized Recording-1st:Advertisement For Sale,Forgery&Counterfeiting,24,250
PL,275.30,01,E,F,1,Advertisement For Sale Unauthorized Record Prior Conviction,Forgery&Counterfeiting,24,250
PL,275.30,02,E,F,1,Sale Unauthorized Recording-1st:1000 Copies,Forgery&Counterfeiting,24,250
PL,275.32,,,V,3,Unlawful Operation Recording Device-3rd:Operate Rec Dev W/o Permission,Forgery&Counterfeiting,24,250
PL,275.32,01,,V,3,Unlawful Operation Recording Device-3rd:Operate Rec Dev W/o Permission,Forgery&Counterfeiting,24,250
PL,275.33,,A,M,2,Unlawful Operation Recording Device-2nd Degree,Forgery&Counterfeiting,24,250
PL,275.33,01,A,M,2,Unlawful Operation Recording Dev-2: Viol PL275.32 For Financial Profit,Forgery&Counterfeiting,24,250
PL,275.33,02,A,M,2,Unlawful Operation Recording Dev-2:Viol PL275.32-Record 15 Min Or All,Forgery&Counterfeiting,24,250
PL,275.33,03,A,M,2,Unlawful Oper Recording Device-2: Viol PL275.32-Prior Conv W/in 5 Yrs,Forgery&Counterfeiting,24,250
PL,275.34,,E,F,1,Unlawful Oper Recording Device-1: Viol PL275.33-Prior Conv W/in 10 Yrs,Forgery&Counterfeiting,24,250
PL,275.35,,A,M,2,Failure To Disclose Origin Of Recording-2nd Degree,Fraud,31,26A
PL,275.40,,E,F,1,Failure To Disclose Origin Of A Recording-1st Degree,Fraud,31,26A
PL,275.40,01,E,F,1,Fail Disclose Origin Of Recording-1st Deg: Prior Conviction W/in 5 Yrs,Fraud,31,26A
PL,275.40,02,E,F,1,Fail Disclose Orig Recording-1st: 100 Or More Unauthorized Recordings,Fraud,31,26A
PL,35.30,,,9,0,Justification - Use of Physical Force in Making an Arrest,Unknown,99,09C
PL,400.00,,A,M,0,Violation Firearm License Regulation,Dangerous Weapons,20,520
PL,400.00,01,A,M,0,Illegal Issue Of Firearms License,Dangerous Weapons,20,520
PL,400.00,02,A,M,0,License Violation:Carry Concealed Weapon,Dangerous Weapons,20,520
PL,400.00,03,A,M,0,Failure To Renew Firearm Application,Dangerous Weapons,20,520
PL,400.00,04,A,M,0,Failure To Investigate A Statement For A Pistol License,Dangerous Weapons,20,520
PL,400.00,05,A,M,0,Failure To File Application For A Pistol License,Dangerous Weapons,20,520
PL,400.00,06,A,M,0,Illegal Transfer Of Firearm License,Dangerous Weapons,20,520
PL,400.00,07,A,M,0,Issuing A License Not Approved By State Police,Dangerous Weapons,20,520
PL,400.00,08,A,M,0,Failure To Carry Valid License For Pistol,Dangerous Weapons,20,520
PL,400.00,09,A,M,0,Failure To Apply For An Amendment For New Pistol,Dangerous Weapons,20,520
PL,400.00,10,A,M,0,Failure To Renew License To Carry Pistol,Dangerous Weapons,20,520
PL,400.00,11,A,M,0,Failure To Notify Of Pistol License Revocation,Dangerous Weapons,20,520
PL,400.00,12,A,M,0,Firearm Records Violation - Gunsmith/Dealer,Dangerous Weapons,20,520
PL,400.00,16,A,M,0,Illegal Disposal Of A Weapon By Non-Dealer/Gunsmith,Dangerous Weapons,20,520
PL,400.00,16-A,A,M,0,Fail To Register Lawfully Possessed Assault Weapon,Dangerous Weapons,20,520
PL,400.03,08A,,V,0,Fail To Register As Ammunition Seller And Sell Ammunition-1st Off,All Other Offenses (Except Traffic),43,90Z
PL,400.03,08A,A,M,0,Fail To Register As Ammunition Seller And Sell Ammunition-2nd Off,All Other Offenses (Except Traffic),43,90Z
PL,400.03,08B,,V,0,Ammunition Seller Fails To Keep Records-1st Offense,All Other Offenses (Except Traffic),43,90Z
PL,400.03,08B,B,M,0,Ammunition Seller Fails To Keep Records-2ND Offense,All Other Offenses (Except Traffic),43,90Z
PL,400.10,01A,A,M,0,Fail To Report Loss Or Theft Of Firearm/rifle/shotgun/ammunition,All Other Offenses (Except Traffic),43,90Z
PL,405.12,,A,M,2,Unpermitted Use Of Indoor Pyrotechnics- 2nd Degree,All Other Offenses (Except Traffic),43,90Z
PL,405.14,,E,F,1,Unpermitted Use Of Indoor Pyrotechnics - 1st Degree,All Other Offenses (Except Traffic),43,90Z
PL,405.16,,E,F,2,Aggravated Unpermitted Use Of Indoor Pyrotechnics- 2nd Degree,All Other Offenses (Except Traffic),43,90Z
PL,405.16,01,E,F,2,Aggravated Unpermitted Use Of Indoor Pyrotechnics-2nd: Cause Injury,Simple Assault,37,13B
PL,405.16,02,E,F,2,Aggravated Unpermitted Use Of Indoor Pyrotechnics- 2nd: Cause Damage,Criminal Mischief,30,290
PL,405.18,,D,F,1,Aggravated Unpermitted Use Of Indoor Pyrotechnics- 1st Degree,Criminal Mischief,30,13A
PL,460.20,,B,F,0,Enterprise Corruption,All Other Offenses (Except Traffic),43,90Z
PL,460.20,01,B,F,0,Enterprise Corruption,All Other Offenses (Except Traffic),43,90Z
PL,460.20,01A,B,F,0,Enterprise Corruption:Criminal Activity,All Other Offenses (Except Traffic),43,90Z
PL,460.20,01B,B,F,0,Enterprise Corruption:Acquire Interest,All Other Offenses (Except Traffic),43,90Z
PL,460.20,01C,B,F,0,Enterprise Corruption:Invest Proceeds From Criminal Activity,All Other Offenses (Except Traffic),43,90Z
PL,460.22,,A,F,0,Aggravated Enterprise Corruption,Dangerous Weapons,20,520
PL,470.05,,E,F,4,Money Laundering 4th Degree,All Other Offenses (Except Traffic),43,90Z
PL,470.05,01,E,F,4,Money Laundering 4:Knowing Property Is Proceed Of Criminal Conduct,All Other Offenses (Except Traffic),43,90Z
PL,470.05,02,E,F,4,Money Launder 4:Knowing Monetary Instrument Is Proceed Of Crim Conduct,All Other Offenses (Except Traffic),43,90Z
PL,470.05,03,E,F,4,Money Launder 4:Financial Transactn Involving Proceed Of Crim Conduct,All Other Offenses (Except Traffic),43,90Z
PL,470.10,,D,F,3,Money Laundering 3rd Degree,All Other Offenses (Except Traffic),43,90Z
PL,470.10,01,D,F,3,Money Launder 3:Know Property Is Proceed Of Sale Controlled Substance,All Other Offenses (Except Traffic),43,90Z
PL,470.10,02,D,F,3,Money Launder 3:Monetary Instrument Is Proceed Of Sale Contr Substance,All Other Offenses (Except Traffic),43,90Z
PL,470.10,03,D,F,3,Money Launder 3:Financial Tran Involvng Proceed Of Sale Contr Substnce,All Other Offenses (Except Traffic),43,90Z
PL,470.15,,C,F,2,Money Laundering 2nd Degree,All Other Offenses (Except Traffic),43,90Z
PL,470.15,01,C,F,2,Money Launder 2:Know Property Is Proceed Of Sale Controlled Substance,All Other Offenses (Except Traffic),43,90Z
PL,470.15,02,C,F,2,Money Launder 2:Monetary Instrument Is Proceed Of Sale Contr Substance,All Other Offenses (Except Traffic),43,90Z
PL,470.15,03,C,F,2,Money Launder 2:Financial Tran Involvng Proceed Of Sale Contr Substnce,All Other Offenses (Except Traffic),43,90Z
PL,470.20,,B,F,1,Money Laundering 1st Degree,All Other Offenses (Except Traffic),43,90Z
PL,470.20,01,B,F,1,Money Launder 1:Know Property Is Proceed Of Sale Controlled Substance,All Other Offenses (Except Traffic),43,90Z
PL,470.20,02,B,F,1,Money Launder 1:Financial Tran Involvng Proceed Of Sale Contr Substnce,All Other Offenses (Except Traffic),43,90Z
PL,470.21,,E,F,4,Money Laundering In Support Of Terrorism-4th Degree,All Other Offenses (Except Traffic),43,90Z
PL,470.21,00T,D,F,4,PL490.25/Crime Of Terrorism: Money Laundering-Support Of Terrorism-4th,All Other Offenses (Except Traffic),43,90Z
PL,470.21,1AIA,E,F,4,Money Launder-Supprt Terror 4:Conduct Trans>$1000-Promote Crim Conduct,All Other Offenses (Except Traffic),43,90Z
PL,470.21,1AIAT,D,F,4,PL490.25/Crime Of Terrorism: Money Launder>$1000-Support Terrorism-4th,All Other Offenses (Except Traffic),43,90Z
PL,470.21,1AIB,E,F,4,Money Launder-Support Terror 4:Conduct Trans> $1000-Commit Tax Felony,All Other Offenses (Except Traffic),43,90Z
PL,470.21,1AIBT,D,F,4,PL490.25/Crime Of Terrorism: Money Launder>$1000-Support Terrorism-4th,All Other Offenses (Except Traffic),43,90Z
PL,470.21,1AIIA,E,F,4,Money Launder-Support Terror 4:Conduct Trans> $1000-Conceal Proceeds,All Other Offenses (Except Traffic),43,90Z
PL,470.21,1AIIAT,D,F,4,PL490.25/Crime Of Terrorism: Money Launder>$1000-Support Terrorism-4th,All Other Offenses (Except Traffic),43,90Z
PL,470.21,1AIIB,E,F,4,Money Launder-Support Terror 4:Conduct Trans> $1000- Avoid Reporting,All Other Offenses (Except Traffic),43,90Z
PL,470.21,1AIIBT,D,F,4,PL490.25/Crime Of Terrorism: Money Launder>$1000-Support Terrorism-4th,All Other Offenses (Except Traffic),43,90Z
PL,470.21,2AI,E,F,4,Money Launder-Suprt Terror 4:Transmit Instrumnt>$2000-Criminal Conduct,All Other Offenses (Except Traffic),43,90Z
PL,470.21,2AIIA,E,F,4,Money Laund-Suprt Terror 4:Transmit Instrumnt>$2000- Conceal Proceeds,All Other Offenses (Except Traffic),43,90Z
PL,470.21,2AIIAT,D,F,4,PL490.25/Crime Of Terrorism: Money Launder>$2000-Support Terrorism-4th,All Other Offenses (Except Traffic),43,90Z
PL,470.21,2AIIB,E,F,4,Money Launder-Suprt Terror 4:Transmit Instrument>$2000-Avoid Reporting,All Other Offenses (Except Traffic),43,90Z
PL,470.21,2AIIBT,D,F,4,PL490.25/Crime Of Terrorism: Money Launder>$2000-Support Terrorism-4th,All Other Offenses (Except Traffic),43,90Z
PL,470.21,2AIT,D,F,4,PL490.25/Crime Of Terrorism: Money Launder>$2000-Support Terrorism-4th,All Other Offenses (Except Traffic),43,90Z
PL,470.21,3AI,E,F,4,Money Launder-Suprt Terror 4:Conduct Trans>$2000- Promote Crim Conduct,All Other Offenses (Except Traffic),43,90Z
PL,470.21,3AII,E,F,4,Money Launder-Support Terror 4:Conduct Trans>$2000- Conceal Property,All Other Offenses (Except Traffic),43,90Z
PL,470.21,3AIII,E,F,4,Money Launder-Support Terror 4:Conduct Trans>$2000- Avoid Reporting,All Other Offenses (Except Traffic),43,90Z
PL,470.21,3AIIIT,D,F,4,PL490.25/Crime Of Terrorism: Money Launder>$2000-Support Terrorism-4th,All Other Offenses (Except Traffic),43,90Z
PL,470.21,3AIIT,D,F,4,PL490.25/Crime Of Terrorism: Money Launder>$2000-Support Terrorism-4th,All Other Offenses (Except Traffic),43,90Z
PL,470.21,3AIT,D,F,4,PL490.25/Crime Of Terrorism: Money Launder>$2000-Support Terrorism-4th,All Other Offenses (Except Traffic),43,90Z
PL,470.22,,D,F,3,Money Laundering In Support Of Terrorism-3rd Degree,All Other Offenses (Except Traffic),43,90Z
PL,470.22,00T,C,F,3,PL490.25/Crime Of Terrorism: Money Launder>$5000-Support Terrorism-3rd,All Other Offenses (Except Traffic),43,90Z
PL,470.22,1AIA,D,F,3,Money Launder-Suprt Terror 3:Conduct Trans>$5000-Promote Crim Conduct,All Other Offenses (Except Traffic),43,90Z
PL,470.22,1AIAT,C,F,3,PL490.25/Crime Of Terrorism: Money Launder>$5000-Support Terrorism-3rd,All Other Offenses (Except Traffic),43,90Z
PL,470.22,1AIB,D,F,3,Money Launder-Support Terror 3:Conduct Trans> $5000-Commit Tax Felony,All Other Offenses (Except Traffic),43,90Z
PL,470.22,1AIBT,C,F,3,PL490.25/Crime Of Terrorism: Money Launder>$5000-Support Terrorism-3rd,All Other Offenses (Except Traffic),43,90Z
PL,470.22,1AIIA,D,F,3,Money Launder-Support Terror 3:Conduct Trans> $5000-Conceal Proceeds,All Other Offenses (Except Traffic),43,90Z
PL,470.22,1AIIAT,C,F,3,PL490.25/Crime Of Terrorism: Money Launder>$5000-Support Terrorism-3rd,All Other Offenses (Except Traffic),43,90Z
PL,470.22,1AIIB,D,F,3,Money Launder-Support Terror 3:Conduct Trans> $5000- Avoid Reporting,All Other Offenses (Except Traffic),43,90Z
PL,470.22,1AIIBT,C,F,3,PL490.25/Crime Of Terrorism: Money Launder>$5000-Support Terrorism-3rd,All Other Offenses (Except Traffic),43,90Z
PL,470.22,2AI,D,F,3,Money Launder-Suprt Terror 3:Transmit Instrumnt>$5000-Criminal Conduct,All Other Offenses (Except Traffic),43,90Z
PL,470.22,2AIIA,D,F,3,Money Launder-Suprt Terror 3:Transmit Instrumnt>$5000-Conceal Proceeds,All Other Offenses (Except Traffic),43,90Z
PL,470.22,2AIIAT,C,F,3,PL490.25/Crime Of Terrorism: Money Launder>$5000-Support Terrorism-3rd,All Other Offenses (Except Traffic),43,90Z
PL,470.22,2AIIB,D,F,3,Money Launder-Suprt Terror 3:Transmit Instrument>$5000-Avoid Reporting,All Other Offenses (Except Traffic),43,90Z
PL,470.22,2AIIBT,C,F,3,PL490.25/Crime Of Terrorism: Money Launder>$5000-Support Terrorism-3rd,All Other Offenses (Except Traffic),43,90Z
PL,470.22,2AIT,C,F,3,PL490.25/Crime Of Terrorism: Money Launder>$5000-Support Terrorism-3rd,All Other Offenses (Except Traffic),43,90Z
PL,470.22,3AI,D,F,3,Money Launder-Suprt Terror 3:Conduct Trans>$5000- Promote Crim Conduct,All Other Offenses (Except Traffic),43,90Z
PL,470.22,3AII,D,F,3,Money Launder-Support Terror 3:Conduct Trans>$5000- Conceal Property,All Other Offenses (Except Traffic),43,90Z
PL,470.22,3AIII,D,F,3,Money Launder-Support Terror 3:Conduct Trans>$5000- Avoid Reporting,All Other Offenses (Except Traffic),43,90Z
PL,470.22,3AIIIT,C,F,3,PL490.25/Crime Of Terrorism: Money Launder>$5000-Support Terrorism-3rd,All Other Offenses (Except Traffic),43,90Z
PL,470.22,3AIIT,C,F,3,PL490.25/Crime Of Terrorism: Money Launder>$5000-Support Terrorism-3rd,All Other Offenses (Except Traffic),43,90Z
PL,470.22,3AIT,C,F,3,PL490.25/Crime Of Terrorism: Money Launder>$5000-Support Terrorism-3rd,All Other Offenses (Except Traffic),43,90Z
PL,470.23,,C,F,2,Money Laundering In Support Of Terrorism-2nd Degree,All Other Offenses (Except Traffic),43,90Z
PL,470.23,00T,B,F,2,PL490.25/Crime Of Terrorism:Money Launder>$25000-Support Terrorism-2nd,All Other Offenses (Except Traffic),43,90Z
PL,470.23,1AIA,C,F,2,"Money Launder-Supt Terror 2:Conduct Trans>$25,000-Promote Crim Conduct",All Other Offenses (Except Traffic),43,90Z
PL,470.23,1AIAT,B,F,2,PL490.25/Crime Of Terrorism:Money Launder>$25000-Support Terrorism-2nd,All Other Offenses (Except Traffic),43,90Z
PL,470.23,1AIB,C,F,2,"Money Launder-Support Terror 2:Conduct Trans>$25,000-Commit Tax Felony",All Other Offenses (Except Traffic),43,90Z
PL,470.23,1AIBT,B,F,2,PL490.25/Crime Of Terrorism:Money Launder>$25000-Support Terrorism-2nd,All Other Offenses (Except Traffic),43,90Z
PL,470.23,1AIIA,C,F,2,"Money Launder-Support Terror 2:Conduct Trans>$25,000-Conceal Proceeds",All Other Offenses (Except Traffic),43,90Z
PL,470.23,1AIIAT,B,F,2,PL490.25/Crime Of Terrorism:Money Launder>$25000-Support Terrorism-2nd,All Other Offenses (Except Traffic),43,90Z
PL,470.23,1AIIB,C,F,2,"Money Launder-Support Terror 2:Conduct Trans>$25,000- Avoid Reporting",All Other Offenses (Except Traffic),43,90Z
PL,470.23,1AIIBT,B,F,2,PL490.25/Crime Of Terrorism:Money Launder>$25000-Support Terrorism-2nd,All Other Offenses (Except Traffic),43,90Z
PL,470.23,2AI,C,F,2,"Money Launder-Sup Terror 2:Transmit Instrumnt>$25,000-Criminal Conduct",All Other Offenses (Except Traffic),43,90Z
PL,470.23,2AIIA,C,F,2,"Money Launder-Sup Terror 2:Transmit Instrumnt>$25,000-Conceal Proceeds",All Other Offenses (Except Traffic),43,90Z
PL,470.23,2AIIAT,B,F,2,PL490.25/Crime Of Terrorism:Money Launder>$25000-Support Terrorism-2nd,All Other Offenses (Except Traffic),43,90Z
PL,470.23,2AIIB,C,F,2,"Money Launder-Sup Terror 2:Transmit Instrument>$25,000-Avoid Reporting",All Other Offenses (Except Traffic),43,90Z
